name,brand,categoryId,categoryName,weight,dimensions,stockQuantity,minStockLevel,rating,reviewCount,salesCount,viewCount,isFeatured,isOnSale,isRentable,rentalPricePerDay,tags,imagesCount,competitorPrice,supplierCost,shippingCost,price
The North Face Tents 146,The North Face,1,Tents,7.07,273x245x115,93,21,3.1,70,694,13880,False,True,False,0.0,"[""UV-resistant"", ""foldable"", ""solo"", ""family""]",1,654.59,310.85,29.97,720.19
Black Diamond camp 147,Black Diamond,3,camp,5.15,39x21x23,102,20,4.5,25,62,372,True,False,True,33.28,"[""foldable"", ""durable"", ""ultralight""]",4,435.69,177.5,15.47,458.11
MSR sport 148,MSR,4,sport,3.41,25x23x20,6,6,2.5,49,130,2340,False,False,False,0.0,"[""lightweight"", ""ultralight"", ""car-camping""]",3,394.62,172.32,13.61,342.07
Patagonia indoor 149,Patagonia,5,indoor,0.97,18x17x14,133,13,2.6,293,1285,15420,False,False,False,0.0,"[""hiking""]",6,169.94,83.16,7.61,198.97
Stansport day 150,Stansport,7,day,1.89,32x40x29,81,11,4.6,95,230,3450,False,False,False,0.0,"[""hiking"", ""lightweight"", ""car-camping""]",8,63.46,16.84,8.4,74.45
Osprey indoor 151,Osprey,5,indoor,1.67,42x11x26,23,14,3.2,92,53,424,False,False,False,0.0,"[""solo"", ""hiking""]",5,94.81,43.26,9.66,102.66
The North Face camp 152,The North Face,3,camp,4.92,35x21x26,142,25,4.9,193,518,9842,False,False,False,0.0,"[""ultralight"", ""windproof""]",2,0.0,166.97,14.48,493.97
Patagonia indoor 153,Patagonia,5,indoor,0.34,37x36x28,50,17,2.6,215,603,4221,False,False,False,0.0,"[""UV-resistant"", ""durable""]",8,173.95,86.81,5.06,199.53
Marmot Tents 154,Marmot,1,Tents,7.24,225x213x180,90,30,4.2,3,8,80,False,True,True,34.0,"[""waterproof"", ""lightweight"", ""family"", ""hiking""]",1,422.53,138.95,23.3,369.94
Stansport day 155,Stansport,7,day,0.84,43x21x29,88,23,3.4,349,48,960,False,False,False,0.0,"[""waterproof"", ""eco-friendly"", ""backpacking""]",4,0.0,17.08,5.11,64.1
Patagonia camp 156,Patagonia,3,camp,4.7,47x20x30,68,28,3.1,72,143,1716,False,False,False,0.0,"[""4-season"", ""ultralight""]",6,489.77,212.35,20.36,446.28
Stansport Tents 157,Stansport,1,Tents,7.81,261x150x142,144,24,4.3,42,95,855,False,False,False,0.0,"[""car-camping""]",4,270.45,77.47,16.68,299.39
Quechua camp 158,Quechua,3,camp,4.76,30x14x10,15,28,4.3,4,600,9000,True,False,False,0.0,"[""durable"", ""lightweight"", ""solo"", ""family""]",7,306.72,109.07,23.1,328.39
Wakeman nature 159,Wakeman,8,nature,1.26,21x29x15,57,30,3.3,117,868,13888,False,False,False,0.0,"[""windproof"", ""eco-friendly"", ""durable"", ""waterproof""]",4,121.62,35.64,5.7,130.17
Osprey outdoor 160,Osprey,2,outdoor,2.89,14x21x13,60,30,2.9,151,85,595,False,False,False,0.0,"[""ultralight"", ""foldable""]",2,132.37,64.58,14.58,141.21
The North Face Tents 161,The North Face,1,Tents,5.05,204x225x102,42,15,3.5,246,279,5022,False,False,True,54.4,"[""backpacking"", ""lightweight""]",5,741.54,269.41,19.6,739.82
Patagonia outdoor 162,Patagonia,2,outdoor,0.37,20x11x8,41,15,3.4,20,334,5678,False,False,False,0.0,"[""durable"", ""hiking""]",4,292.6,114.75,5.91,257.51
Marmot sport 163,Marmot,4,sport,0.48,48x25x11,169,8,4.2,9,334,4342,False,False,False,0.0,"[""windproof"", ""compact"", ""UV-resistant""]",1,214.93,83.46,4.45,255.81
MSR sport 164,MSR,4,sport,1.77,26x24x19,121,13,4.1,58,443,3101,False,False,False,0.0,"[""solo"", ""4-season"", ""backpacking"", ""waterproof""]",4,314.66,154.29,7.54,401.98
Teton Sports indoor 165,Teton Sports,5,indoor,0.89,15x22x27,21,6,2.7,64,246,1968,False,False,False,0.0,"[""durable"", ""ultralight"", ""backpacking"", ""family""]",3,66.62,20.84,4.11,66.44
Osprey outdoor 166,Osprey,2,outdoor,2.97,34x27x17,54,22,2.9,167,154,1540,False,True,False,0.0,"[""solo"", ""foldable"", ""eco-friendly""]",6,0.0,57.76,16.14,124.35
Ozark Trail indoor 167,Ozark Trail,5,indoor,0.9,16x35x14,179,22,3.6,97,71,355,False,False,False,0.0,"[""durable""]",6,76.04,18.85,7.14,75.65
Coleman day 168,Coleman,7,day,0.62,27x38x16,146,5,3.5,11,4,80,False,True,False,0.0,"[""foldable"", ""ultralight"", ""waterproof""]",6,121.94,35.64,7.85,102.62
Coleman indoor 169,Coleman,5,indoor,0.53,38x16x18,178,28,3.2,39,172,3440,False,False,False,0.0,"[""ultralight""]",8,118.8,38.4,8.23,104.64
The North Face night 170,The North Face,6,night,0.29,12x24x6,16,16,3.8,187,128,1280,False,False,False,0.0,"[""ultralight""]",4,146.12,63.67,3.12,152.25
Quechua indoor 171,Quechua,5,indoor,0.56,15x19x5,162,17,4.6,40,291,4947,False,False,False,0.0,"[""4-season"", ""windproof"", ""family""]",1,112.12,40.71,9.1,123.92
Teton Sports camp 172,Teton Sports,3,camp,2.75,10x17x13,56,24,4.4,158,895,9845,False,False,True,12.48,"[""durable"", ""eco-friendly""]",5,182.37,40.06,15.02,181.02
Marmot indoor 173,Marmot,5,indoor,1.39,48x19x14,117,26,4.7,49,1174,18784,False,False,False,0.0,"[""car-camping"", ""compact"", ""durable""]",2,116.3,44.82,5.8,140.06
Patagonia nature 174,Patagonia,8,nature,2.04,48x22x26,163,15,3.3,54,119,1547,False,False,False,0.0,"[""eco-friendly""]",3,276.5,151.27,8.85,280.59
Wakeman Tents 175,Wakeman,1,Tents,5.29,238x193x184,66,22,3.7,6,41,574,False,False,False,0.0,"[""UV-resistant"", ""compact"", ""solo"", ""car-camping""]",3,278.0,87.85,20.63,282.6
Patagonia indoor 176,Patagonia,5,indoor,0.45,33x18x23,185,14,3.7,10,49,637,False,False,False,0.0,"[""hiking"", ""eco-friendly"", ""solo""]",8,191.0,81.57,3.51,189.09
Osprey outdoor 177,Osprey,2,outdoor,1.21,21x34x7,120,20,2.6,16,127,889,False,False,False,0.0,"[""durable"", ""backpacking"", ""4-season"", ""solo""]",6,142.62,55.34,9.07,143.41
Quechua camp 178,Quechua,3,camp,4.7,12x27x11,115,28,4.1,181,192,960,False,False,True,20.8,"[""hiking"", ""backpacking"", ""UV-resistant"", ""waterproof""]",6,278.65,98.49,16.76,274.96
Quechua Tents 179,Quechua,1,Tents,6.01,237x266x193,4,21,4.4,17,12,132,False,False,True,34.0,"[""family""]",6,386.09,153.96,14.87,458.72
Wakeman day 180,Wakeman,7,day,1.9,17x21x27,125,25,5.0,14,97,1455,False,True,False,0.0,"[""durable""]",1,56.44,21.27,7.75,56.73
Wakeman day 181,Wakeman,7,day,1.34,50x10x14,152,18,3.1,18,135,810,False,False,False,0.0,"[""foldable"", ""4-season"", ""ultralight"", ""UV-resistant""]",2,65.62,16.18,8.36,61.96
Teton Sports indoor 182,Teton Sports,5,indoor,1.47,36x19x10,107,6,4.0,56,351,3159,False,True,False,0.0,"[""windproof"", ""car-camping"", ""ultralight""]",8,59.33,17.13,5.18,54.28
Stansport sport 183,Stansport,4,sport,3.66,26x30x12,60,19,4.8,165,761,11415,True,False,False,0.0,"[""UV-resistant""]",5,132.75,42.59,13.28,166.57
Osprey indoor 184,Osprey,5,indoor,1.39,18x31x25,10,10,2.6,5,97,970,False,False,False,0.0,"[""windproof""]",6,0.0,39.94,9.51,109.34
Osprey night 185,Osprey,6,night,0.36,18x32x28,187,6,4.9,16,70,910,True,False,False,0.0,"[""compact"", ""eco-friendly"", ""4-season"", ""lightweight""]",3,91.82,29.5,4.86,99.88
Marmot outdoor 186,Marmot,2,outdoor,1.14,36x24x6,145,7,4.8,37,198,3960,False,True,True,12.4,"[""backpacking"", ""UV-resistant""]",5,0.0,50.57,10.3,130.67
The North Face night 187,The North Face,6,night,1.06,13x10x25,171,10,4.3,49,412,4944,False,False,False,0.0,"[""4-season"", ""windproof"", ""car-camping"", ""durable""]",8,138.53,59.64,8.87,158.79
MSR nature 188,MSR,8,nature,0.34,30x13x20,82,28,2.7,2,87,1740,False,False,False,0.0,"[""lightweight"", ""windproof"", ""backpacking"", ""eco-friendly""]",1,299.16,122.12,5.37,304.01
Marmot outdoor 189,Marmot,2,outdoor,2.68,31x27x29,23,24,3.5,57,227,1135,False,False,False,0.0,"[""windproof"", ""backpacking""]",8,176.52,60.0,12.27,173.58
Stansport night 190,Stansport,6,night,0.6,36x13x13,194,24,3.6,9,177,1416,False,True,False,0.0,"[""backpacking"", ""4-season""]",4,42.59,14.98,7.15,39.54
Patagonia sport 191,Patagonia,4,sport,2.95,38x24x26,55,23,4.8,25,142,2414,False,False,False,0.0,"[""eco-friendly""]",3,0.0,136.58,14.43,408.83
The North Face nature 192,The North Face,8,nature,1.55,48x29x15,141,21,3.8,1,116,696,False,False,False,0.0,"[""lightweight"", ""hiking""]",7,327.28,133.53,8.24,313.29
Teton Sports day 193,Teton Sports,7,day,0.66,30x32x28,70,22,4.8,10,663,7956,False,False,False,0.0,"[""windproof"", ""foldable"", ""car-camping""]",4,0.0,20.63,6.79,77.21
Black Diamond sport 194,Black Diamond,4,sport,3.93,32x27x20,175,23,4.1,72,340,4760,False,False,False,0.0,"[""eco-friendly""]",7,331.21,161.77,18.45,379.02
Marmot indoor 195,Marmot,5,indoor,0.21,23x34x22,6,6,4.5,7,231,1848,False,True,False,0.0,"[""foldable""]",6,96.88,37.99,8.55,109.25
Patagonia nature 196,Patagonia,8,nature,1.63,13x10x28,190,13,4.0,70,410,4920,False,False,False,0.0,"[""eco-friendly"", ""compact"", ""solo"", ""car-camping""]",4,291.13,145.06,10.87,312.38
Black Diamond nature 197,Black Diamond,8,nature,0.75,21x33x21,193,8,4.8,26,135,2160,False,False,False,0.0,"[""4-season""]",7,0.0,142.19,6.11,344.46
Marmot Tents 198,Marmot,1,Tents,4.53,270x241x109,33,30,3.2,83,253,3289,False,False,True,34.0,"[""backpacking"", ""eco-friendly"", ""durable""]",6,476.33,182.7,14.73,428.25
MSR sport 199,MSR,4,sport,1.59,10x13x26,106,16,3.8,8,49,490,False,False,False,0.0,"[""car-camping"", ""windproof"", ""eco-friendly"", ""compact""]",8,406.82,172.6,8.48,391.49
Wakeman sport 200,Wakeman,4,sport,3.69,38x25x6,10,14,4.0,22,52,624,False,False,False,0.0,"[""car-camping"", ""eco-friendly"", ""UV-resistant""]",4,150.8,43.87,13.62,139.52
Ozark Trail night 201,Ozark Trail,6,night,0.85,44x36x27,42,28,2.7,15,681,5448,False,False,False,0.0,"[""ultralight""]",7,52.31,14.95,7.41,50.67
Stansport outdoor 202,Stansport,2,outdoor,0.62,11x22x26,117,8,4.2,6,223,1115,False,True,True,7.44,"[""hiking"", ""backpacking"", ""compact"", ""UV-resistant""]",1,0.0,25.82,7.95,87.94
Stansport outdoor 203,Stansport,2,outdoor,0.97,44x19x25,91,9,4.0,9,152,1064,False,True,False,0.0,"[""4-season"", ""car-camping"", ""ultralight"", ""UV-resistant""]",5,100.56,24.44,7.57,88.23
The North Face night 204,The North Face,6,night,0.65,42x14x10,31,10,3.9,279,601,5409,True,False,False,0.0,"[""hiking"", ""compact""]",4,141.32,58.42,4.35,150.89
Black Diamond indoor 205,Black Diamond,5,indoor,0.98,25x13x14,192,24,2.8,14,331,1986,False,False,False,0.0,"[""solo"", ""UV-resistant"", ""4-season"", ""compact""]",2,189.88,78.55,4.44,190.2
Quechua sport 206,Quechua,4,sport,0.86,37x18x16,157,9,3.7,212,244,3660,False,False,False,0.0,"[""foldable"", ""UV-resistant""]",6,206.32,83.34,10.43,209.5
Osprey nature 207,Osprey,8,nature,1.9,11x37x21,124,25,3.6,117,62,868,False,True,False,0.0,"[""foldable""]",1,174.29,77.51,8.95,148.33
Teton Sports day 208,Teton Sports,7,day,1.13,42x12x17,141,16,3.0,31,166,996,False,False,False,0.0,"[""4-season"", ""backpacking"", ""car-camping""]",1,0.0,19.77,6.39,59.79
Teton Sports sport 209,Teton Sports,4,sport,2.39,41x17x7,114,13,4.2,9,282,2538,False,False,False,0.0,"[""ultralight""]",6,0.0,43.02,10.68,149.72
The North Face sport 210,The North Face,4,sport,0.47,21x22x25,99,17,4.2,27,261,4176,False,False,False,0.0,"[""durable"", ""car-camping"", ""UV-resistant""]",6,392.29,177.12,7.23,394.07
Ozark Trail outdoor 211,Ozark Trail,2,outdoor,2.4,20x21x24,132,27,3.1,60,15,180,False,False,True,7.44,"[""ultralight"", ""4-season"", ""windproof""]",2,86.54,31.14,10.92,86.22
Marmot sport 212,Marmot,4,sport,2.49,12x38x23,123,9,4.5,32,43,344,False,False,False,0.0,"[""compact"", ""car-camping""]",1,227.32,85.31,9.24,250.19
Coleman camp 213,Coleman,3,camp,4.5,19x35x23,153,29,4.8,23,343,5831,False,False,False,0.0,"[""4-season"", ""ultralight"", ""hiking"", ""durable""]",3,263.9,108.32,18.57,292.96
MSR indoor 214,MSR,5,indoor,0.82,49x29x6,116,30,4.3,114,271,4065,False,True,False,0.0,"[""windproof"", ""4-season"", ""durable"", ""lightweight""]",2,0.0,68.86,6.39,136.25
Osprey outdoor 215,Osprey,2,outdoor,2.64,46x13x18,198,9,4.1,34,795,3975,False,False,False,0.0,"[""durable"", ""eco-friendly"", ""foldable""]",5,173.45,62.39,13.86,181.33
Black Diamond nature 216,Black Diamond,8,nature,0.92,36x21x8,72,9,4.8,142,1005,7035,False,False,False,0.0,"[""compact"", ""ultralight"", ""foldable"", ""solo""]",7,305.45,113.44,4.79,383.3
Coleman indoor 217,Coleman,5,indoor,1.39,35x33x9,144,26,4.6,222,59,1062,False,False,False,0.0,"[""family"", ""UV-resistant"", ""durable"", ""solo""]",2,105.3,43.97,9.94,113.93
Osprey sport 218,Osprey,4,sport,1.55,15x36x9,25,20,4.5,5,405,4050,False,False,False,0.0,"[""eco-friendly""]",7,255.33,82.94,10.73,273.92
Patagonia outdoor 219,Patagonia,2,outdoor,1.26,38x10x11,20,26,3.2,12,475,7600,False,False,False,0.0,"[""compact"", ""backpacking""]",5,277.95,116.83,10.39,280.04
The North Face sport 220,The North Face,4,sport,1.19,14x39x7,157,22,4.5,18,53,636,False,True,False,0.0,"[""hiking"", ""durable"", ""ultralight"", ""car-camping""]",5,334.92,131.59,10.14,286.17
Quechua night 221,Quechua,6,night,1.4,26x38x22,57,30,4.9,87,222,2886,False,True,False,0.0,"[""solo"", ""lightweight"", ""eco-friendly""]",5,70.03,31.08,7.27,71.56
Marmot nature 222,Marmot,8,nature,2.11,24x35x15,193,18,3.9,35,629,7548,False,False,False,0.0,"[""compact"", ""foldable""]",6,182.03,78.66,11.69,223.56
Stansport Tents 223,Stansport,1,Tents,1.99,224x277x194,73,11,4.6,46,141,1692,True,False,False,0.0,"[""4-season"", ""foldable"", ""compact""]",4,0.0,86.4,9.0,304.2
Coleman sport 224,Coleman,4,sport,3.18,40x21x24,63,15,3.0,49,107,1177,False,False,False,0.0,"[""windproof""]",8,183.25,72.38,13.0,208.89
Osprey indoor 225,Osprey,5,indoor,0.2,43x24x15,101,27,3.0,21,689,8957,False,False,False,0.0,"[""backpacking"", ""lightweight""]",1,106.19,44.52,5.74,127.32
Wakeman Tents 226,Wakeman,1,Tents,3.21,251x221x157,83,10,3.0,38,235,1880,False,False,True,20.4,"[""foldable"", ""eco-friendly"", ""solo"", ""windproof""]",3,254.59,71.21,15.03,266.37
Patagonia sport 227,Patagonia,4,sport,0.84,26x27x23,142,6,4.3,9,843,10116,False,False,False,0.0,"[""eco-friendly"", ""backpacking"", ""family""]",7,352.55,176.12,8.35,432.48
Stansport outdoor 228,Stansport,2,outdoor,1.07,48x16x23,65,23,2.9,79,122,1342,False,False,False,0.0,"[""solo""]",3,79.7,26.74,10.4,91.59
Quechua indoor 229,Quechua,5,indoor,0.82,46x22x7,198,7,3.3,77,228,4560,False,False,False,0.0,"[""hiking"", ""compact"", ""durable""]",3,121.77,38.23,5.14,114.67
Black Diamond night 230,Black Diamond,6,night,0.48,25x31x13,181,28,3.3,179,466,6524,False,False,False,0.0,"[""4-season"", ""UV-resistant"", ""waterproof"", ""windproof""]",2,152.06,56.65,5.73,142.57
MSR sport 231,MSR,4,sport,0.5,34x19x12,16,12,3.5,22,408,3264,False,False,False,0.0,"[""compact""]",5,366.82,167.38,9.25,364.73
Wakeman nature 232,Wakeman,8,nature,2.76,47x29x19,7,25,2.8,2,253,2530,True,False,False,0.0,"[""4-season"", ""foldable"", ""car-camping"", ""UV-resistant""]",7,0.0,36.94,13.94,123.37
Quechua indoor 233,Quechua,5,indoor,0.59,10x32x20,22,29,3.7,33,516,6192,False,False,False,0.0,"[""family"", ""backpacking"", ""car-camping""]",8,0.0,38.44,7.78,127.32
The North Face indoor 234,The North Face,5,indoor,0.81,50x17x21,152,29,4.4,9,562,7868,False,True,False,0.0,"[""windproof"", ""hiking"", ""ultralight"", ""family""]",5,190.57,75.35,6.49,154.91
Wakeman indoor 235,Wakeman,5,indoor,0.36,11x15x8,105,14,4.4,127,48,624,False,True,False,0.0,"[""waterproof"", ""4-season"", ""UV-resistant""]",5,65.93,17.09,5.58,60.01
Stansport camp 236,Stansport,3,camp,2.81,19x11x13,59,29,3.6,20,384,1920,True,True,True,12.48,"[""windproof""]",7,134.33,50.81,11.24,152.74
Ozark Trail outdoor 237,Ozark Trail,2,outdoor,2.33,23x25x17,64,26,3.7,94,234,2574,False,False,True,7.44,"[""foldable"", ""eco-friendly"", ""lightweight"", ""car-camping""]",5,80.14,25.8,11.75,102.51
MSR night 238,MSR,6,night,0.45,50x23x15,190,5,4.1,23,127,762,False,False,False,0.0,"[""lightweight"", ""ultralight""]",3,0.0,59.99,8.18,130.1
Teton Sports indoor 239,Teton Sports,5,indoor,1.41,13x11x16,2,25,2.8,49,882,10584,False,False,False,0.0,"[""UV-resistant"", ""eco-friendly"", ""compact""]",3,66.11,20.44,9.18,77.49
MSR outdoor 240,MSR,2,outdoor,1.37,44x32x20,142,11,3.7,13,264,3960,False,False,False,0.0,"[""foldable"", ""backpacking"", ""car-camping"", ""family""]",3,288.8,101.32,8.09,313.84
Quechua night 241,Quechua,6,night,0.2,33x34x24,153,12,4.3,1,617,8021,False,False,False,0.0,"[""foldable"", ""4-season"", ""waterproof"", ""durable""]",6,68.02,27.25,4.0,90.44
Wakeman outdoor 242,Wakeman,2,outdoor,1.88,12x16x8,48,20,4.9,215,249,4233,False,False,False,0.0,"[""4-season"", ""windproof""]",4,81.22,26.42,7.89,105.58
The North Face outdoor 243,The North Face,2,outdoor,0.24,50x11x16,168,22,3.9,98,49,833,False,False,False,0.0,"[""UV-resistant"", ""windproof"", ""lightweight"", ""backpacking""]",7,0.0,102.25,2.78,271.47
Stansport night 244,Stansport,6,night,0.53,46x30x10,135,22,2.6,68,279,3627,True,True,False,0.0,"[""ultralight"", ""car-camping""]",7,49.73,16.32,4.4,46.7
Wakeman outdoor 245,Wakeman,2,outdoor,0.62,30x37x16,179,18,3.9,217,779,14801,False,False,True,7.44,"[""UV-resistant"", ""solo"", ""windproof"", ""car-camping""]",7,0.0,27.08,4.3,112.28
Teton Sports night 246,Teton Sports,6,night,0.46,18x38x14,96,5,3.1,47,36,396,False,False,False,0.0,"[""car-camping""]",5,57.31,16.39,5.48,51.45
Black Diamond sport 247,Black Diamond,4,sport,1.32,33x38x23,197,12,4.6,71,152,760,False,False,False,0.0,"[""4-season"", ""UV-resistant"", ""family""]",4,296.94,157.29,11.0,389.15
Coleman indoor 248,Coleman,5,indoor,1.47,29x11x28,145,30,2.7,4,122,2074,False,False,False,0.0,"[""durable""]",7,113.06,44.44,9.67,103.63
The North Face outdoor 249,The North Face,2,outdoor,0.45,30x27x23,89,9,4.8,61,757,11355,False,False,False,0.0,"[""waterproof"", ""family"", ""car-camping"", ""UV-resistant""]",6,0.0,120.65,8.44,299.64
MSR sport 250,MSR,4,sport,0.63,35x18x7,114,17,2.6,34,127,2159,False,False,False,0.0,"[""car-camping""]",7,349.69,151.64,4.82,338.15
MSR camp 251,MSR,3,camp,5.98,36x23x16,124,16,3.7,20,180,1980,False,False,False,0.0,"[""lightweight""]",4,453.3,188.56,15.47,492.5
Quechua night 252,Quechua,6,night,0.96,19x34x28,197,7,4.0,12,58,290,False,False,False,0.0,"[""compact"", ""solo""]",2,90.91,34.87,5.16,76.53
Black Diamond Tents 253,Black Diamond,1,Tents,4.43,293x186x188,73,27,4.9,197,135,1215,True,False,True,54.4,"[""car-camping"", ""backpacking"", ""durable""]",1,702.54,262.19,13.72,799.9
Teton Sports day 254,Teton Sports,7,day,1.6,33x37x8,65,5,4.8,69,300,1800,False,False,False,0.0,"[""compact"", ""windproof"", ""UV-resistant""]",5,62.12,19.57,8.5,71.14
Black Diamond day 255,Black Diamond,7,day,0.27,20x10x16,80,26,4.9,7,1730,13840,False,False,False,0.0,"[""solo"", ""backpacking"", ""hiking""]",6,145.14,68.77,6.29,207.51
Wakeman night 256,Wakeman,6,night,1.35,34x26x26,15,24,3.3,55,271,3523,False,False,False,0.0,"[""compact"", ""4-season"", ""lightweight"", ""foldable""]",4,43.35,15.76,7.43,49.31
Black Diamond day 257,Black Diamond,7,day,1.13,43x39x9,79,18,3.9,18,684,12312,False,False,False,0.0,"[""family"", ""foldable""]",3,0.0,68.95,7.26,204.49
Quechua camp 258,Quechua,3,camp,4.71,16x14x10,47,5,2.7,18,63,504,False,False,False,0.0,"[""4-season"", ""eco-friendly"", ""ultralight""]",5,305.97,110.07,15.43,271.22
Teton Sports sport 259,Teton Sports,4,sport,0.8,12x23x29,91,5,3.1,66,20,100,True,False,False,0.0,"[""4-season"", ""UV-resistant"", ""ultralight"", ""eco-friendly""]",5,127.14,42.72,7.85,130.45
Black Diamond day 260,Black Diamond,7,day,1.91,48x33x17,193,28,4.4,119,181,1991,False,True,False,0.0,"[""hiking"", ""UV-resistant""]",6,0.0,74.22,11.35,145.49
Teton Sports day 261,Teton Sports,7,day,1.77,34x26x29,133,25,4.8,40,246,1476,True,False,False,0.0,"[""car-camping""]",1,0.0,21.04,8.75,83.73
Coleman sport 262,Coleman,4,sport,1.86,21x34x23,198,27,3.6,13,60,840,False,False,False,0.0,"[""lightweight"", ""foldable"", ""car-camping"", ""UV-resistant""]",3,245.2,84.47,8.09,216.77
Marmot day 263,Marmot,7,day,1.8,17x12x8,45,27,3.3,82,157,785,False,False,False,0.0,"[""foldable"", ""UV-resistant""]",8,115.4,44.48,6.97,107.88
Patagonia night 264,Patagonia,6,night,1.43,19x15x29,186,27,3.8,2,50,850,False,False,False,0.0,"[""4-season"", ""windproof""]",1,0.0,55.5,9.84,143.99
Coleman day 265,Coleman,7,day,0.35,25x16x23,73,26,3.3,2,75,1425,False,True,False,0.0,"[""durable""]",8,120.69,36.34,4.48,105.68
Marmot nature 266,Marmot,8,nature,1.96,46x36x24,62,14,3.6,21,334,1670,False,False,False,0.0,"[""windproof"", ""waterproof""]",6,179.85,77.05,6.86,193.52
The North Face outdoor 267,The North Face,2,outdoor,1.83,29x20x16,41,17,2.8,84,81,810,False,False,False,0.0,"[""eco-friendly""]",2,291.65,121.22,8.13,267.47
Ozark Trail day 268,Ozark Trail,7,day,0.73,48x39x30,34,27,2.7,8,83,1660,True,False,False,0.0,"[""backpacking""]",5,66.15,18.41,4.66,68.13
Teton Sports day 269,Teton Sports,7,day,1.86,22x10x8,134,5,4.6,141,151,1963,False,False,False,0.0,"[""foldable"", ""family""]",8,71.37,19.55,11.01,74.27
Stansport outdoor 270,Stansport,2,outdoor,0.72,31x20x17,105,28,4.6,88,68,1224,True,False,False,0.0,"[""eco-friendly"", ""waterproof"", ""lightweight""]",1,88.82,29.08,5.6,107.91
Black Diamond camp 271,Black Diamond,3,camp,1.25,13x36x21,172,14,3.3,1,26,390,False,False,True,33.28,"[""eco-friendly"", ""windproof"", ""hiking"", ""foldable""]",6,0.0,167.85,10.22,421.57
Black Diamond Tents 272,Black Diamond,1,Tents,3.7,239x230x190,90,6,3.9,18,8,120,True,True,False,0.0,"[""windproof""]",5,622.6,294.55,12.5,637.69
Patagonia day 273,Patagonia,7,day,0.51,42x14x11,95,15,3.7,43,669,8028,False,False,False,0.0,"[""car-camping"", ""waterproof"", ""eco-friendly"", ""backpacking""]",8,196.51,71.12,7.59,187.26
Quechua indoor 274,Quechua,5,indoor,1.48,12x13x21,132,29,2.9,136,125,1000,False,True,False,0.0,"[""solo""]",5,126.45,40.35,9.47,90.55
Teton Sports Tents 275,Teton Sports,1,Tents,6.52,269x239x170,82,15,4.4,71,93,1023,False,False,False,0.0,"[""ultralight""]",5,302.28,80.43,16.28,272.24
Stansport camp 276,Stansport,3,camp,2.94,47x30x27,43,27,4.5,78,157,1884,True,False,True,12.48,"[""hiking"", ""4-season"", ""foldable"", ""durable""]",8,135.54,41.61,13.23,155.09
